https://github.com/94m817/simD2D, IGNORE,cat4 - random student project,"OMNeT++ project to use simulte."
https://github.com/AbdelhameedEmad/Smart-Traffic-Light, IGNORE,cat4 - random student project,"An Omnet++ Simulation for a Smart Traffic Light Network uses edge computing to choose which traffic light should be green."
https://github.com/abdollahghaffari/CMPVoD, IGNORE,cat3,"CMPVoD is an architecture for hybrid CDN-P2P video on demand streaming. It is simulated by OMNET++ 4.1."
https://github.com/absolutefunk/playback, IGNORE,cat4 - seems to be random student project,"OMNeT++ Inet source-based playback of packet streams"
https://github.com/akaanirban/NSL-VeinsSim, IGNORE,cat3,"Veins simulation files for Omnet"
https://github.com/akk2014/NewConnection, IGNORE,cat4 - basically empty,"Omnet simple project"
https://github.com/aleckjohnson/KhopcaOmnetExample, IGNORE,cat4 - random student project,"Example to use when thinking about omnet++ manets."
https://github.com/alecvinent/rfidsim, IGNORE,cat4,"Libraries for UHF RFID simulation in OMNeT++ and Python 3."
https://github.com/alejandroesquiva/Python-Scripts-for-Omnet, IGNORE,cat4,"Python Scripts for Omnet++"
https://github.com/AlessandroSam/AnkwardRoutingProtocol, IGNORE,cat4 - random student project,"OMNeT++ tutorial-based code"
https://github.com/alexlacerda/Castalia-3.2_OMNeT-IDE_Windows_Linux, IGNORE,cat3 - tools?,"This package adapts Castalia-3.2 to the OMNeT++ 4.x IDE on both Windows and Linux. It also allows running Castalia simulations from the command prompt on Windows, so that CastaliaResults and CastaliaPlot scripts can be used."
https://github.com/Al-xandr1/DTNResearch, IGNORE,cat3,"Set of Omnet++ modules and C++ utilities for modeling mobility for DTN"
https://github.com/amar-ox/NDNOMNeT, ADDED,cat2,"An NDN framework for OMNeT++"
https://github.com/anandghan/Weighted_Node, IGNORE,cat3,"Implementation of Weighted Routing in OMNeT++"
https://github.com/andressavergutz/omnet-project-wban, IGNORE,cat4 - random student project,"Projeto wban no omnet 4.6 com inetmanet 2.0"
https://github.com/AnimeshN/Vehicular-Adhoc-Network, IGNORE,cat4 - random student project,"Detect the occurence of accident and prescribe other vehicle to change the route. Simulation using SUMO,Viens and Omnet++."
https://github.com/ankursmooth/omnetWS, IGNORE,cat4 - random student project,"WorkSpace of omnet ++ Computer Networks lab"
https://github.com/anonim1133/omnet-tiirt, IGNORE,cat4 - random student project,"Zadanie na zajęcia z TIIRT wykonane w OMNET++ A.K.A. OMLET++"
https://github.com/AntonioAlgaida/Elog-To-Csv, IGNORE,cat3 - tools?,"Read .elog file from omnet++ and save into .csv file the lines selected"
https://github.com/antonioconte/vacation-omnet-, IGNORE,cat4 - random student project,"Simulazione della vacation di un Server (progetto in Omnet++)"
https://github.com/arnonearth/oversim, IGNORE,cat4,"CDN-P2P pull-based architecture for VoD streaming on OMNET++ 4.1"
https://github.com/arxcruncher/BIT-SIM, IGNORE,cat3,"Implements the Bittorrent protocol in OMNeT++. BIT-SIM simulates the application-level behavior of Bittorrent and collects performance statistics."
https://github.com/ashahin1/inet, ADDED,copy of INET-3.5 with WiFi Direct added,
https://github.com/AsmaDhanePersonal/org.leat.asma.kohonenNeuralNetwork, IGNORE,cat3,"A kohonen Neural Network Plug-in for OMNet++ simulator. "
https://github.com/AuNomDuLys/CRDSA, IGNORE,cat3,"An Omnet++ Project for CRDSA"
https://github.com/aurbano/Swarm-SimuLTE, IGNORE,cat3,"Robotic Swarm simulation using Omnet++ and SimuLTE"
https://github.com/b4dboi/60870-5-104-generator, IGNORE,cat4 - random student project,"Traffic pattern of IEC 60870-5-104 application data for OMNeT++."
https://github.com/bangadennis/lispOmnetpp, IGNORE,cat4 - empty,"Implementation of Locator Identifier and Seperation Protocol in Omnet INET Framework"
https://github.com/beto-cl2/nets, IGNORE,cat4 - empty,"Omnet++ LTE virtual machine"
https://github.com/billryan/WBAN-OPNET-Simulation, IGNORE,model is not for OMNeT++
https://github.com/binghe/queueinglib-rethink, IGNORE,cat3,"A new queueing network model library for OMNeT++, based on the design of G2 ReThink"
https://github.com/blanka03/omnetRingSimulation, IGNORE,cat4 - random student project,"Ring Simulation in omnet++"
https://github.com/bluemix/wsnStarTopology, IGNORE,cat4 - random student project,"Creating a simple star topology in the example of OMNeT++ of IEEE 802.15.4 Narrow"
https://github.com/boehmse1/ieee802154, IGNORE,cat3,"Fork of the original Standalone IEEE 802.15.4 Simulation Model for OMNeT++ 4.x / INET 2.x"
https://github.com/boulis/Castalia, ADDED,,"An OMNeT-based simulator for low-power wireless networks such as Wireless Sensor Networks and Body Area Networks"
https://github.com/brandte/stochastic_battery, ADDED,cat2 - standalone but candidate for integration into INET,"An OMNeT++ simulation for a stochstic battery behavior"
https://github.com/btati1/Castalia-3.2-using-OMNet---4.1-IDE-on-Windows, ADDED,,"Castalia-3.2 works fine with OMNet using command-line mode under Linux. This package of Castalia has been modified to work with OMNet++ 4.1 IDE under windows and Linux as well. You may still need to use command line mode. However, this package would be helpful for using OMNet IDE features such as watching variables, using advanced debugging…etc "
https://github.com/byteocean/Hiwis, IGNORE,random student project,"Omnet project"
https://github.com/byu-ilab/omnet-extension, IGNORE,cat3,"BYU OMNET++ Extensions"
https://github.com/calikevuche/omnetMod, IGNORE,cat4 - random student project,"This folder contains files needed to modify omnet++ to mimic delays of the e100 USRP"
https://github.com/cenati0n/ComputerNetworksLab, IGNORE,cat4 - random student project,"This repository contains the Computer Networks(CN) Lab assignments along with their solutions. The  network simulators are built in omnet++ 4.6 ide. "
https://github.com/cezarschroeder/NEDQuickStart, IGNORE,cat4 - random student project,"Part of my personal sandbox for studying network simulation using OMNeT++. More specifically, the NED language syntax."
https://github.com/cezarschroeder/omnetpp-studies, IGNORE,cat4 - random student project,"Uncorrelated pieces of code produced during my studies of network simulation using OMNET++."
https://github.com/cezarschroeder/SimpleModulesQuickStart, IGNORE,cat4 - random student project,"Part of my personal sandbox for studying network simulation using OMNeT++. More specifically, for studying simple module creation and consumption inside the simulator."
https://github.com/chandramenaria/cnpcBeacon, IGNORE,cat4,"cnpc beacon omnet "
https://github.com/chaotictoejam/VANETProject, ADDED,,"Solutions for VANET communication with OMNET++"
https://github.com/christyjeyaraj/Network-queuing-models-simulation, IGNORE,cat4 - random student project,"Simulation of network queuing models using OMNET++ tool and C++"
https://github.com/cko/projectsimulation, IGNORE,cat4 - random student project,"A very simple software project simulation written with OMNeT++"
https://github.com/clearmonster/HybridSolution, IGNORE,cat4 - empty,"A simulator based on Omnet++"
https://github.com/CN-UPB/ns-simulation-compiler, IGNORE,cat3 - tools?,"A compiler that automatically generates simulation code (OMNeT++) for analyzing network services specified as Petri nets."
https://github.com/codebugteja/ilnp, CONSIDER,cat3,"ilnp simulation in omnet"
https://github.com/codebugteja/ilnpv6, IGNORE,cat4 - empty,"ilnpv6 simulation in omnet++"
https://github.com/codesnk/crSimulator, ADDED,,"Model for Cognitive Radio Ad hoc Network Simulations in OMNeT++"
https://github.com/ComNets-Bremen/Mobility-Models, ADDED,cat2,"CMM and ORBIT mobility models for OMNeT++"
https://github.com/ComNets-Bremen/OPSLite, ADDED,cat2,"A lightweight Opportunistic Networking simulator in OMNeT++"
https://github.com/ComNets-Bremen/ResourSim, CONSIDER,cat3 - tools?,"Run the traces created with the ResourceMonitor in OMNeT++"
https://github.com/ComNets-Bremen/RIMFading, ADDED,cat2,"Implementation of the Radio Irregularity Model (RIM) for OMNeT++ simulator."
https://github.com/ComNets-Bremen/SWIMMobility, ADDED,,"An implementation of the SWIM mobility model in OMNeT++"
https://github.com/ComNetsHH/LRE-OMNeT, ADDED,cat1,"Integration of the Limited Relative Error (LRE) algorithm into the OMNeT++ simulator."
